id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,result
12761,1,1,1,0,1,0,0,0,1,0,0
12762,0,0,0,0,1,0,1,1,0,0,1
12763,1,0,1,1,1,1,1,1,1,1,1
12764,0,0,0,0,0,0,0,0,0,1,0
12765,0,1,0,0,0,0,0,0,0,1,0
12766,1,1,1,1,1,0,1,1,1,1,1
12767,1,1,0,1,0,1,0,0,0,1,1
12768,1,1,1,1,1,1,1,1,1,1,1
12769,1,1,1,0,1,1,1,1,0,1,0
12770,0,1,0,1,1,1,0,1,0,1,0
12771,0,0,1,1,1,0,0,0,1,1,0
12772,0,1,1,1,0,0,1,1,1,1,0
12773,0,1,0,0,0,0,1,0,0,0,1
12774,0,0,1,1,0,0,1,0,0,0,1
12775,1,1,1,1,1,0,1,1,0,1,0
12776,1,1,1,1,1,0,1,1,0,1,1
12777,1,1,0,1,1,1,0,1,0,0,1
12778,0,0,0,1,1,0,0,0,1,0,1
12779,1,0,1,0,1,0,0,1,0,0,0
12780,0,1,1,1,0,1,1,1,1,1,1
12781,1,1,1,1,1,1,1,1,1,1,0
12782,0,1,0,0,1,0,1,1,0,1,0
12783,1,1,0,0,1,0,0,1,0,0,0
12784,1,0,0,0,0,0,0,1,1,0,0
12785,0,0,0,0,0,0,0,0,0,1,0
12786,0,0,0,1,0,0,0,0,0,0,0
12787,0,0,1,0,1,0,0,0,1,0,1
12788,0,0,0,0,1,1,0,1,1,0,1
12789,0,0,0,0,0,0,0,0,0,0,0
12790,0,0,1,1,1,1,0,1,0,1,0
12791,0,0,0,0,0,0,0,0,1,0,0
12792,0,1,0,0,0,0,0,0,1,0,0
12793,1,0,0,0,1,1,1,1,1,1,1
12794,0,0,0,0,1,0,0,0,0,0,1
12795,0,1,0,0,0,0,1,1,1,1,0
12796,1,1,0,0,0,0,0,0,0,0,0
12797,1,1,0,1,1,0,0,1,1,0,0
12798,0,0,0,0,0,0,0,0,0,0,0
12799,0,1,1,1,0,1,1,1,1,1,0
12800,1,0,0,0,1,0,0,0,0,0,1
12801,0,1,1,1,1,1,0,0,1,0,1
12802,0,1,1,1,1,1,1,1,1,0,1
12803,1,0,1,0,0,0,1,1,0,0,0
12804,0,0,0,0,1,1,0,0,0,1,0
12805,1,1,0,0,1,0,1,0,0,0,1
12806,0,0,0,1,0,0,0,0,0,0,0
12807,1,1,1,1,0,1,1,1,1,1,1
12808,0,0,0,0,0,0,0,0,0,0,0
12809,1,1,1,1,1,0,0,0,0,0,0
12810,1,1,0,1,0,0,0,1,0,0,0
12811,1,1,0,1,1,1,1,1,1,0,1
12812,0,0,0,0,0,0,0,1,0,0,1
12813,1,1,1,1,1,1,1,1,1,1,1
12814,0,1,0,0,0,1,1,0,0,1,0
12815,0,0,0,0,1,0,0,0,0,1,0
12816,0,1,0,1,0,0,1,0,1,0,1
12817,1,1,1,1,1,1,1,1,1,1,1
12818,0,0,0,1,1,0,0,1,0,0,0
12819,0,1,0,0,0,1,0,1,0,0,1
12820,1,0,1,0,0,1,0,0,0,1,0
12821,1,1,1,1,1,1,1,1,1,1,1
12822,1,0,1,1,1,1,1,0,1,1,0
12823,1,1,1,1,1,1,0,1,1,1,1
12824,1,1,1,1,1,0,1,0,1,1,1
12825,1,1,1,1,1,1,0,1,1,1,1
12826,0,0,0,0,0,0,0,0,0,0,0
12827,1,1,1,1,1,1,1,1,1,0,1
12828,1,1,0,1,0,0,0,0,1,1,0
12829,1,1,0,1,0,1,1,1,1,0,0
12830,1,1,1,1,1,1,1,1,1,1,1
12831,1,0,0,0,0,0,0,1,0,1,0
12832,0,1,0,1,0,1,0,0,0,0,1
12833,1,1,1,1,0,1,1,1,1,0,0
12834,1,1,0,0,1,1,1,1,1,1,1
12835,0,0,0,0,0,0,1,1,0,0,0
12836,1,1,1,0,1,1,1,1,1,0,1
12837,1,1,1,0,1,1,1,1,1,0,1
12838,0,1,0,0,1,0,0,0,0,0,0
12839,0,0,1,0,0,1,0,0,0,1,1
12840,0,0,0,0,0,0,0,0,0,0,0
12841,0,1,1,0,0,1,1,1,1,1,1
12842,1,1,1,0,1,0,0,0,1,1,0
12843,1,1,1,1,0,1,1,1,1,1,1
12844,0,1,0,1,0,0,1,0,1,1,1
12845,0,1,0,0,0,0,1,1,0,1,0
12846,0,0,0,0,0,0,0,0,1,0,1
12847,0,0,0,0,0,0,0,0,0,0,0
12848,1,1,1,1,1,0,0,1,1,1,1
12849,1,1,0,0,1,1,0,0,0,1,0
12850,0,1,0,0,0,0,0,0,0,0,0
12851,0,1,0,0,0,0,0,0,0,0,0
12852,1,1,1,0,0,0,0,1,0,0,0
12853,1,0,0,0,1,0,0,0,1,1,1
12854,0,1,1,1,1,1,1,1,1,1,1
12855,0,0,1,0,0,0,0,0,0,0,1
12856,1,0,0,1,0,1,0,0,0,0,1
12857,1,0,0,0,1,1,0,0,0,0,0
12858,0,1,1,0,0,1,0,1,0,0,1
12859,0,1,1,0,1,1,1,0,1,1,1
12860,1,1,1,1,1,1,1,1,1,1,1
12861,0,0,0,0,0,0,1,0,0,0,0
12862,0,1,1,1,0,0,1,0,0,0,0
12863,1,0,0,0,0,0,1,1,1,0,0
12864,0,0,0,0,1,0,0,0,1,1,1
12865,1,1,0,1,1,1,1,1,0,1,1
12866,1,0,0,1,0,1,1,0,1,0,0
12867,1,1,0,0,1,1,0,1,1,1,0
12868,0,0,0,0,0,0,0,0,0,0,1
12869,0,0,1,0,1,0,0,1,1,1,0
12870,1,1,0,0,0,0,1,1,0,1,1
12871,1,1,1,1,1,1,1,1,1,1,1
12872,1,1,1,1,0,1,1,0,1,0,1
12873,1,1,1,1,1,1,1,1,1,1,1
12874,1,1,1,1,1,1,1,1,1,1,0
12875,1,1,1,1,1,1,1,1,1,1,1
12876,1,1,0,1,1,1,0,1,1,0,1
12877,1,1,1,1,1,1,1,0,1,1,1
12878,1,1,0,0,0,1,1,1,0,1,0
12879,0,1,1,0,0,1,1,0,0,1,1
12880,0,0,1,0,0,0,0,1,0,0,1
12881,0,0,0,0,0,0,0,1,1,0,0
12882,1,1,0,1,1,0,1,1,1,1,0
12883,1,1,1,0,1,0,0,0,0,1,0
12884,1,1,0,1,1,1,1,0,0,1,1
12885,1,1,1,1,1,1,1,1,1,1,1
12886,1,1,0,0,0,1,1,0,1,1,1
12887,1,1,0,0,1,1,1,1,1,0,1
12888,0,0,0,0,0,0,0,0,0,0,0
12889,0,1,1,0,1,0,1,0,0,0,1
12890,0,0,0,1,0,0,0,0,0,0,0
12891,1,1,1,1,0,0,0,1,1,1,1
12892,1,0,0,0,0,1,0,0,1,1,1
12893,1,0,0,0,1,1,0,1,0,0,0
12894,0,1,1,1,1,1,0,0,0,0,0
12895,1,1,1,1,1,1,1,1,1,1,1
12896,1,1,1,1,1,0,1,1,1,1,1
12897,0,0,0,1,1,1,1,1,1,0,0
12898,0,1,1,0,1,1,0,0,0,0,0
12899,1,1,1,1,0,0,1,1,1,1,1
12900,0,0,0,1,1,0,0,0,0,0,0
12901,0,0,0,0,0,0,0,0,0,0,0
12902,1,1,0,1,0,0,0,0,0,0,0
12903,1,1,0,1,0,1,1,1,1,0,0
12904,1,1,1,1,1,1,1,1,1,1,1
12905,0,1,0,1,0,0,0,1,0,1,0
12906,1,0,1,1,1,1,1,0,0,1,0
12907,1,0,0,0,0,0,1,0,0,0,0
12908,0,1,0,0,0,1,0,0,0,0,0
12909,1,1,0,1,1,1,1,0,1,1,1
12910,0,0,0,0,0,0,0,0,0,0,0
12911,1,1,1,1,1,1,1,1,1,0,1
12912,1,1,1,1,1,0,1,1,1,1,1
12913,1,0,1,1,0,0,0,1,1,1,1
12914,1,1,1,1,1,1,0,0,1,1,1
12915,1,1,1,1,1,0,1,1,1,0,1
12916,1,0,1,1,0,0,0,0,0,0,0
12917,1,1,1,1,1,0,1,1,1,1,1
12918,1,1,1,0,1,1,1,1,1,1,1
12919,1,0,0,0,0,1,0,0,0,0,0
12920,0,1,0,1,1,1,1,0,1,0,1
12921,1,1,1,1,1,1,1,1,1,1,1
12922,1,0,0,1,0,0,0,1,1,1,1
12923,1,1,0,1,1,0,0,1,0,0,1
12924,1,1,0,0,0,0,0,1,1,0,0
12925,0,0,1,0,1,0,0,1,1,1,0
12926,0,1,1,0,1,0,0,1,0,1,1
12927,1,1,1,1,1,1,1,1,1,1,1
12928,1,0,0,1,1,0,1,1,1,1,0
12929,1,1,0,1,1,0,0,0,0,1,0
12930,0,0,0,0,1,0,1,0,0,0,0
12931,0,1,1,0,0,0,0,1,0,0,1
12932,1,0,1,0,1,1,1,1,0,0,0
12933,0,0,1,1,0,0,1,1,1,1,1
12934,0,0,0,0,0,0,0,0,0,0,0
12935,1,1,1,1,1,1,1,1,1,1,1
12936,1,1,1,1,1,1,1,1,0,1,0
12937,0,0,1,0,1,0,1,0,0,0,1
12938,0,0,1,1,0,1,1,0,0,1,0
12939,1,1,0,0,1,1,0,0,0,1,1
12940,1,0,0,0,1,0,0,1,1,1,1
12941,1,1,1,1,0,1,1,1,1,1,1
12942,1,0,0,0,0,0,0,0,1,0,0
12943,0,0,0,0,0,0,1,0,0,0,0
12944,1,1,1,1,0,1,1,0,0,0,0
12945,1,1,1,1,1,1,1,1,1,1,1
12946,1,1,1,1,1,1,1,1,1,1,1
12947,1,1,0,1,1,1,0,1,1,1,1
12948,1,1,1,0,1,1,1,1,0,1,1
12949,1,1,0,1,1,1,1,1,0,0,1
12950,1,1,0,0,1,1,1,1,0,1,1
12951,1,1,1,1,1,1,1,1,1,1,1
12952,0,0,0,0,0,0,0,0,1,0,0
12953,1,1,1,1,1,1,1,0,1,0,1
12954,0,1,1,1,0,1,0,1,0,0,1
12955,0,0,0,0,0,0,0,0,0,0,1
12956,0,0,0,1,1,1,1,0,1,0,0
12957,1,1,1,1,1,1,1,1,1,1,1
12958,0,0,1,1,1,1,1,0,0,0,1
12959,1,1,1,1,1,1,1,1,0,1,1
12960,0,0,1,0,0,1,1,0,1,0,0
12961,0,0,1,0,0,0,0,0,0,0,0
12962,1,0,0,0,0,0,1,0,0,0,0
12963,0,1,1,0,1,1,0,0,1,1,1
12964,0,0,0,0,1,0,0,0,0,1,0
12965,1,1,0,1,1,1,1,0,0,1,1
12966,0,1,1,0,1,1,1,1,1,1,1
12967,1,0,0,1,1,0,0,0,0,0,1
12968,1,1,1,1,1,1,1,1,1,1,1
12969,1,1,1,1,1,1,1,1,1,1,1
12970,0,1,0,0,0,0,1,0,0,0,1
12971,0,0,0,0,0,1,0,0,0,0,0
12972,0,0,0,0,0,0,0,0,0,0,1
12973,1,1,1,1,1,1,1,1,1,1,1
12974,0,0,1,0,0,0,0,1,1,0,0
12975,0,0,0,0,0,0,1,0,0,0,0
12976,0,1,1,1,0,1,0,0,1,1,1
12977,1,1,0,1,0,0,1,1,1,1,0
12978,1,0,1,1,1,1,1,1,1,1,1
12979,0,1,0,0,0,0,0,0,0,1,1
12980,1,0,1,1,1,1,1,1,0,1,1
12981,1,0,1,1,1,0,1,1,0,1,1
12982,1,1,0,0,0,0,0,0,1,0,1
12983,0,0,0,0,0,0,0,0,0,0,0
12984,1,1,1,1,1,1,1,0,1,1,1
12985,1,1,1,0,1,0,0,0,0,1,1
12986,0,0,0,0,0,0,1,1,1,0,0
12987,1,1,1,1,1,1,1,1,1,1,1
12988,1,0,0,1,1,0,1,0,1,1,0
12989,1,0,1,1,1,1,1,1,1,1,1
12990,1,1,1,0,1,0,0,0,1,0,0
12991,0,1,1,0,1,1,1,1,0,0,0
12992,1,1,1,0,0,0,0,1,1,1,1
12993,1,1,1,1,0,0,1,1,1,0,1
12994,1,1,1,1,1,1,1,0,1,1,1
12995,1,1,1,1,1,0,1,1,1,1,1
12996,0,1,0,0,1,0,1,0,1,1,0
12997,1,1,1,1,1,1,1,1,1,1,1
12998,1,1,1,1,1,1,1,1,1,1,1
12999,1,1,0,1,0,0,0,0,0,0,1
13000,0,1,1,1,0,0,1,0,0,0,1
13001,1,1,1,1,1,1,1,1,1,1,1
13002,1,0,1,0,0,0,0,1,0,0,0
13003,1,1,0,1,0,1,1,1,0,1,1
13004,1,1,1,0,0,0,0,0,0,0,0
13005,1,1,0,0,0,1,0,1,1,0,0
13006,1,1,1,1,1,1,1,1,1,1,1
13007,0,0,0,0,0,0,0,1,0,0,0
13008,1,0,0,0,1,0,1,0,1,0,0
13009,1,1,1,1,1,1,1,1,1,1,1
13010,1,1,1,1,1,0,1,0,1,1,0
13011,1,1,1,1,0,0,1,0,1,0,1
13012,0,1,1,1,1,0,0,1,0,1,0
13013,0,1,1,0,0,1,1,0,1,0,1
13014,0,0,1,1,1,1,0,0,1,1,0
13015,0,0,0,0,0,0,0,0,0,1,0
13016,0,1,0,0,0,0,0,1,0,1,0
13017,1,1,1,1,1,1,1,1,1,0,1
13018,0,0,0,0,0,0,0,0,0,0,0
13019,0,1,0,1,0,0,1,1,1,0,1
13020,1,0,0,0,1,0,0,0,0,0,1
13021,1,1,0,1,1,1,1,0,0,0,0
13022,1,1,1,1,0,1,1,1,1,1,1
13023,1,1,1,0,1,1,1,1,1,1,1
13024,1,1,0,1,1,1,1,1,1,1,1
13025,1,1,1,1,1,1,1,1,1,0,1
13026,0,0,1,0,1,1,1,0,1,1,0
13027,1,1,1,1,1,1,1,1,1,1,1
13028,1,1,1,1,1,1,1,1,1,1,1
13029,1,1,1,0,1,1,1,1,0,1,0
13030,0,1,0,1,0,1,1,1,1,1,1
13031,1,1,0,1,0,0,0,0,0,1,1
13032,1,1,0,1,1,0,0,1,1,0,1
13033,1,0,0,0,0,0,0,0,0,0,0
13034,1,1,0,0,1,0,1,0,0,1,1
13035,1,0,0,1,1,1,0,1,0,0,1
13036,0,0,0,0,1,0,0,0,0,0,0
13037,1,1,0,0,1,1,1,1,1,1,1
13038,0,1,1,0,1,0,0,0,1,1,0
13039,0,0,0,0,0,0,1,0,0,0,0
13040,1,0,0,1,0,0,0,0,0,1,0
13041,1,1,1,1,0,1,1,1,1,1,1
13042,1,1,1,1,0,1,1,1,0,1,1
13043,0,1,0,0,0,0,0,1,0,0,0
13044,1,1,0,0,1,0,0,0,1,0,1
13045,1,1,1,1,0,0,1,0,0,1,1
13046,1,1,1,1,1,1,1,0,1,0,0
13047,0,0,1,1,0,1,0,1,0,1,1
13048,1,1,1,1,1,1,0,1,1,1,1
13049,0,0,0,0,0,0,0,0,0,0,0
13050,0,0,1,0,0,1,1,0,0,1,1
13051,0,0,0,0,0,0,0,0,0,0,1
13052,0,0,0,0,0,0,1,0,0,1,0
13053,1,1,0,1,1,0,1,0,0,0,1
13054,1,1,1,0,1,0,1,1,1,0,1
13055,1,1,1,1,1,1,1,0,0,0,1
13056,1,1,1,1,1,1,1,1,1,1,1
13057,0,0,1,0,0,0,1,0,1,1,0
13058,1,1,0,0,0,1,1,1,1,0,1
13059,0,0,1,0,1,0,1,1,0,1,1
13060,1,1,1,1,0,0,0,0,0,1,0
13061,0,0,1,0,1,1,1,1,1,0,1
13062,0,1,1,1,1,0,0,1,1,0,1
13063,0,0,1,1,1,0,1,1,0,1,1
13064,0,0,0,1,1,1,0,0,0,0,1
13065,1,0,0,0,1,1,0,1,1,1,0
13066,0,1,1,1,1,0,0,0,1,1,0
13067,0,0,0,1,0,1,0,0,1,0,0
13068,0,0,0,0,0,0,0,0,0,0,0
13069,1,1,1,1,1,1,1,1,1,1,1
13070,0,0,1,0,0,0,1,1,0,1,1
13071,1,0,0,0,0,1,0,0,0,0,1
13072,1,1,0,0,0,0,1,1,1,1,1
13073,0,0,0,0,1,0,1,1,1,1,1
13074,0,1,0,0,1,1,1,1,0,0,0
13075,0,0,0,0,0,0,0,0,0,0,0
13076,1,0,0,0,0,0,0,0,0,0,0
13077,1,1,1,0,1,0,1,1,0,0,1
13078,0,0,0,0,0,0,1,0,1,0,0
13079,1,1,0,0,0,1,0,0,0,1,0
13080,1,1,1,1,1,1,1,1,1,1,1
13081,0,0,1,0,0,0,0,0,0,0,1
13082,0,0,0,0,0,0,0,0,0,0,0
13083,0,0,1,1,1,1,1,1,1,1,1
13084,0,0,0,1,0,0,0,1,0,0,0
13085,0,1,1,1,1,1,1,0,0,0,1
13086,1,1,1,0,1,1,1,1,1,1,0
13087,1,1,1,1,1,1,1,1,1,0,1
13088,0,0,0,0,0,0,0,0,0,1,0
13089,1,1,1,1,1,1,1,1,1,1,0
13090,0,1,1,1,1,1,1,1,1,0,1
13091,0,0,0,0,0,0,0,0,0,0,0
13092,0,1,1,1,0,1,1,1,0,1,1
13093,1,1,0,0,0,1,1,1,1,0,1
13094,1,1,1,0,1,1,1,1,1,0,1
13095,0,0,0,0,0,0,0,0,0,0,0
13096,1,0,1,0,0,0,0,0,0,0,0
13097,1,1,1,1,1,1,1,1,1,1,1
13098,0,0,0,1,1,1,0,0,1,1,1
13099,0,0,1,0,0,1,1,1,1,0,0
13100,0,0,0,0,0,0,0,0,1,0,0
13101,1,1,1,1,1,1,1,1,1,1,1
13102,0,0,1,1,0,1,0,1,0,1,1
13103,0,1,1,1,1,1,1,1,1,1,1
13104,0,0,0,0,1,0,0,0,0,0,0
13105,0,0,0,1,0,0,1,0,0,0,0
13106,1,1,1,1,1,1,1,1,0,1,1
13107,1,1,1,1,1,1,1,1,1,0,0
13108,1,1,1,1,1,1,1,1,1,1,0
13109,1,1,0,1,1,1,1,1,1,1,1
13110,0,1,0,1,0,0,0,1,0,0,0
13111,1,0,0,0,1,0,0,0,0,0,0
13112,1,0,1,1,1,0,1,1,0,1,0
13113,1,1,0,1,1,1,0,1,1,1,1
13114,1,0,0,0,0,0,0,0,0,0,0
13115,1,0,1,1,1,1,1,0,1,1,1
13116,1,1,0,0,1,1,0,1,1,1,1
13117,0,1,1,0,0,0,0,0,1,0,0
13118,0,0,0,0,1,0,0,0,0,0,1
13119,1,1,1,1,1,1,0,1,1,1,1
13120,1,1,0,1,1,1,1,1,1,1,0
13121,1,1,1,1,1,0,1,1,0,1,1
13122,1,1,1,1,1,1,1,1,1,1,1
13123,1,1,1,0,0,0,1,1,0,0,0
13124,0,0,0,0,0,0,0,0,0,0,1
13125,1,1,0,1,0,1,1,1,1,1,1
13126,1,0,0,0,1,0,0,0,0,0,0
13127,1,1,1,1,1,1,1,1,1,1,1
13128,0,0,0,1,1,0,0,0,0,0,0
13129,0,0,0,0,1,1,1,1,1,1,1
13130,1,0,1,0,0,1,1,0,0,1,0
13131,1,0,0,1,0,1,1,0,1,0,0
13132,0,0,0,1,0,0,0,0,0,0,1
13133,1,1,1,1,1,1,1,1,1,1,1
13134,0,0,0,1,1,0,0,1,0,0,1
13135,1,0,1,1,1,1,1,1,0,0,1
13136,1,0,0,1,0,1,0,0,1,1,0
13137,1,1,1,1,1,1,1,1,1,1,1
13138,1,0,1,0,1,1,1,1,1,0,1
13139,1,1,0,1,0,1,0,0,0,1,1
13140,1,1,1,1,1,1,1,1,1,0,1
13141,0,0,0,0,0,0,0,0,0,0,0
13142,1,1,1,1,1,0,1,0,1,1,1
13143,0,1,1,0,1,0,1,1,0,1,0
13144,1,0,1,1,1,1,1,0,0,1,1
13145,1,1,1,0,0,0,1,0,0,0,0
13146,0,1,1,0,1,1,1,1,0,0,1
13147,0,0,0,0,0,0,0,0,0,0,0
13148,1,1,1,1,1,1,1,1,1,1,1
13149,1,0,1,0,0,1,0,0,0,1,0
13150,0,0,0,1,0,1,0,0,1,1,0
13151,1,0,1,0,1,1,0,1,1,1,1
13152,1,1,1,0,0,1,0,0,1,1,1
13153,1,1,0,1,0,0,0,0,1,1,0
13154,1,1,1,1,1,1,1,1,1,0,0
13155,1,0,1,0,1,1,1,0,1,0,0
13156,0,0,1,0,0,1,1,0,0,0,1
13157,0,1,1,1,1,1,0,1,0,1,1
13158,0,1,1,1,1,1,0,1,0,0,0
13159,1,1,1,1,1,1,0,1,1,0,0
13160,1,1,0,1,1,1,1,1,1,1,1
13161,0,1,0,0,0,1,0,0,0,0,0
13162,1,1,1,0,1,1,1,1,1,1,1
13163,1,1,1,0,1,0,1,1,1,1,0
13164,0,1,1,0,0,1,0,1,0,0,0
13165,1,1,1,1,1,1,1,1,1,1,1
13166,1,1,0,1,1,1,0,1,1,1,1
13167,1,1,1,1,1,0,1,0,1,0,1
13168,1,1,1,1,0,1,0,1,1,0,1
13169,1,1,1,1,1,1,1,1,1,0,1
13170,0,0,0,0,0,0,0,0,0,1,0
13171,0,0,0,0,0,0,0,0,0,1,0
13172,1,1,1,1,0,1,1,0,1,1,0
13173,1,1,0,1,1,1,1,1,0,1,1
13174,0,0,0,0,0,0,0,0,0,0,0
13175,0,0,0,0,0,0,0,0,0,1,1
13176,0,0,0,0,0,0,0,0,0,0,0
13177,0,0,0,0,0,0,0,0,0,0,0
13178,1,1,1,1,1,1,1,1,1,1,1
13179,0,1,1,0,1,1,1,0,0,1,0
13180,0,0,0,1,0,1,0,1,0,0,1
13181,0,1,1,0,0,1,0,1,0,1,0
13182,0,0,0,0,1,0,0,0,0,0,0
13183,1,1,1,1,1,1,1,1,1,1,1
13184,0,1,1,0,1,0,0,1,0,0,0
13185,0,0,0,0,0,0,0,0,0,0,0
13186,0,1,1,1,1,1,1,0,0,0,0
13187,0,0,0,0,0,0,1,0,0,0,1
13188,0,0,0,0,0,0,0,0,0,1,1
13189,0,1,1,1,1,1,0,1,1,0,0
13190,1,1,1,1,1,0,1,1,1,1,1
13191,1,0,0,1,1,0,1,1,1,1,0
13192,1,1,1,1,1,1,1,1,1,1,1
13193,1,1,0,1,1,1,1,1,1,1,1
13194,1,0,0,0,1,1,1,1,0,1,0
13195,1,1,1,0,1,1,1,1,1,1,1
13196,0,1,1,0,1,1,0,1,0,1,1
13197,1,1,1,0,1,1,1,1,1,1,1
13198,1,1,1,1,1,0,1,0,0,0,1
13199,0,1,1,0,0,0,1,0,0,0,1
13200,0,0,0,0,1,0,0,0,0,0,0
13201,0,0,0,0,0,0,1,0,0,1,0
13202,1,1,1,1,1,1,1,1,1,1,1
13203,0,1,1,1,0,1,0,0,0,0,0
13204,0,0,0,0,0,0,0,0,0,0,0
13205,0,0,1,0,1,0,1,0,1,1,1
13206,1,0,1,0,0,0,1,0,0,0,0
13207,0,0,1,0,0,0,0,0,0,0,0
13208,1,0,0,0,1,0,0,0,0,1,1
13209,0,0,0,1,0,0,0,0,0,0,0
13210,0,0,0,0,0,0,0,0,0,0,1
13211,1,1,1,1,1,1,1,1,1,1,1
13212,0,0,0,0,0,0,0,1,1,0,0
13213,1,0,1,1,0,1,0,0,1,1,0
13214,1,1,1,1,1,1,1,1,1,1,1
13215,1,1,0,0,1,0,1,1,0,1,1
13216,1,1,1,1,1,1,1,0,1,1,1
13217,0,0,0,0,1,1,0,0,0,0,0
13218,0,0,0,0,1,1,0,0,1,0,1
13219,0,1,1,0,0,0,0,0,0,1,1
13220,1,1,0,1,1,1,0,1,1,0,0
13221,1,1,1,1,1,1,1,1,1,1,1
13222,0,0,0,0,0,0,0,0,0,0,0
13223,1,1,1,0,1,1,1,1,1,1,0
13224,1,1,1,1,1,1,1,1,1,1,1
13225,0,0,0,0,0,0,0,0,0,0,0
13226,1,0,0,1,1,0,0,0,0,1,0
13227,1,0,0,0,0,1,0,1,1,0,0
13228,0,1,1,0,1,1,1,1,1,1,1
13229,0,0,0,1,0,0,1,1,1,0,0
13230,1,1,1,0,0,0,0,0,0,0,0
13231,0,1,1,1,0,1,1,1,1,0,0
13232,1,1,1,1,1,1,1,1,1,0,1
13233,1,1,1,1,1,1,1,1,1,1,1
13234,0,0,0,0,0,0,0,1,0,0,0
13235,0,0,1,1,0,1,1,1,1,1,1
13236,1,1,1,1,1,1,1,1,1,1,0
13237,0,1,0,1,0,1,1,0,0,1,0
13238,0,1,0,0,0,0,0,0,1,0,0
13239,1,1,1,1,1,1,0,1,1,1,0
13240,1,1,0,1,1,1,0,1,1,1,0
13241,0,0,0,0,0,0,1,1,1,0,1
13242,1,0,0,0,1,0,0,0,0,0,1
13243,1,0,1,0,1,1,1,1,1,0,1
13244,0,1,0,0,1,0,0,0,1,0,0
13245,0,0,0,0,0,0,0,0,0,0,1
13246,0,0,0,0,0,0,0,0,0,0,0
13247,0,1,0,0,0,1,1,0,0,0,0
13248,0,0,0,0,0,1,0,0,0,1,0
13249,0,1,0,0,1,0,0,0,0,0,0
13250,0,1,1,1,0,1,0,1,1,1,0
13251,1,0,0,0,1,0,0,0,0,0,0
13252,1,1,1,0,0,0,1,1,1,0,0
13253,0,0,1,0,1,0,0,0,0,1,0
13254,1,1,0,1,1,0,0,1,0,0,0
13255,1,1,1,1,1,1,1,1,1,1,1
13256,1,0,1,1,1,1,0,0,1,1,1
13257,1,1,1,1,1,1,1,1,1,1,1
13258,0,1,0,1,0,0,0,0,0,0,1
13259,0,0,0,0,0,0,0,1,0,0,0
13260,1,0,0,0,0,0,0,0,0,0,0
13261,1,1,1,1,1,1,0,0,1,1,0
13262,1,1,1,1,1,1,1,1,1,1,1
13263,1,1,0,0,1,1,0,0,0,0,0
13264,1,1,1,1,1,0,1,0,1,1,0
13265,0,0,0,0,0,0,0,0,0,0,0
13266,1,1,1,0,0,0,1,1,0,1,1
13267,0,1,1,1,0,1,1,0,0,0,0
13268,0,0,0,1,0,0,0,0,0,0,0
13269,1,0,0,1,0,1,1,1,1,0,1
13270,1,1,1,1,1,1,1,1,1,1,1
13271,1,1,1,1,0,0,0,1,1,1,1
13272,1,1,0,1,1,1,1,1,1,1,1
13273,0,1,0,1,0,0,0,0,1,1,0
13274,0,0,1,0,0,0,0,1,0,0,0
13275,0,1,1,1,0,1,1,1,1,1,1
13276,1,1,1,1,1,1,1,1,1,1,1
13277,1,1,1,1,1,1,1,1,1,1,1
13278,1,1,0,0,0,1,0,0,0,0,0
13279,1,0,1,0,1,0,1,0,1,0,1
13280,1,1,1,1,1,1,1,1,1,1,1
13281,1,1,0,1,1,1,1,1,0,1,0
13282,0,1,1,1,1,1,0,0,1,1,1
13283,0,1,1,1,1,1,1,0,1,0,0
13284,0,0,0,0,0,1,0,0,0,0,0
13285,0,0,1,0,1,0,1,0,0,1,1
13286,0,0,0,0,0,0,1,0,1,0,1
13287,0,0,0,0,0,0,0,0,0,0,1
13288,0,0,0,0,0,0,0,0,0,0,0
13289,1,1,1,1,1,1,1,1,1,0,1
13290,0,0,1,1,0,1,0,1,0,1,0
13291,1,1,1,1,1,0,1,1,1,1,0
13292,0,0,1,0,0,0,0,1,0,0,1
13293,0,1,1,1,1,1,1,1,1,1,0
13294,1,1,1,1,1,0,1,1,1,0,0
13295,0,0,0,0,0,0,0,1,0,0,1
13296,1,1,1,1,0,1,1,1,1,1,1
13297,0,0,0,0,1,0,0,0,0,0,0
13298,1,0,0,0,0,1,0,0,0,0,0
13299,0,0,0,0,1,1,1,1,1,1,1
13300,1,1,1,0,0,0,0,1,1,1,1
13301,0,1,1,0,0,0,1,0,0,0,0
13302,1,0,0,0,0,1,1,1,0,0,0
13303,0,1,1,1,1,1,1,1,0,1,1
13304,0,1,1,0,0,1,1,1,0,0,1
13305,1,0,0,0,1,1,1,1,0,0,0
13306,1,0,1,1,1,1,1,1,1,1,1
13307,0,0,0,0,0,0,1,0,0,1,0
13308,0,0,0,1,0,0,0,0,0,0,0
13309,1,1,1,1,1,1,1,1,1,1,1
13310,0,1,1,0,1,1,1,1,1,1,1
13311,1,1,0,1,0,1,1,0,1,1,1
13312,0,0,0,0,0,0,0,0,0,0,0
13313,1,1,0,1,1,1,1,0,1,1,1
13314,1,1,0,1,1,1,1,1,1,1,1
13315,0,0,0,0,0,0,0,0,0,0,0
13316,1,0,0,0,1,0,1,0,1,0,0
13317,0,1,1,0,0,0,1,0,0,0,0
13318,1,0,0,1,1,1,1,0,1,1,1
